‡T,‡U,‡V,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
21,-27,-48,3,35,-37,-152,-334,-321,-239,-90,5,
0,-32,-32,16,16,-32,-148,-327,-314,-238,-103,-13,
-19,-36,-17,28,-1,-26,-142,-314,-299,-233,-110,-29,
-34,-36,-2,35,-16,-19,-136,-296,-280,-225,-114,-41,
-40,-31,9,36,-24,-11,-126,-271,-256,-212,-113,-46,
-39,-24,15,32,-27,-4,-112,-239,-227,-190,-107,-44,
-33,-15,18,24,-25,2,-97,-199,-191,-158,-96,-38,
-28,-10,18,19,-23,4,-79,-156,-155,-126,-84,-33,
-24,-7,17,16,-20,5,-61,-116,-121,-97,-73,-30,
-22,-5,17,14,-19,6,-44,-83,-95,-77,-63,-29,
-22,-6,16,14,-19,5,-30,-59,-76,-65,-55,-29,
-26,-9,17,18,-21,4,-22,-45,-65,-61,-50,-30,
-26,-11,15,19,-20,2,-19,-37,-56,-60,-47,-29,
-24,-11,13,18,-18,1,-16,-31,-49,-56,-43,-28,
-20,-11,9,16,-14,-1,-14,-27,-42,-51,-41,-27,
-18,-12,6,15,-12,-3,-10,-21,-35,-45,-40,-27,
-18,-15,3,17,-10,-6,-3,-14,-29,-37,-39,-26,
-17,-16,1,17,-9,-7,4,-7,-25,-32,-39,-26,
-17,-17,0,17,-8,-8,10,0,-23,-29,-39,-28,
-17,-19,-2,18,-7,-10,12,5,-22,-29,-39,-30,
-18,-20,-2,19,-8,-11,13,6,-22,-30,-38,-30,
-19,-20,-1,20,-9,-10,11,5,-21,-32,-38,-31,
-19,-19,0,19,-9,-9,9,3,-21,-33,-38,-31,
-18,-19,-1,19,-8,-10,8,2,-20,-33,-38,-31,
-18,-19,-1,19,-8,-10,8,2,-17,-31,-37,-32,
-18,-19,-1,19,-8,-10,9,4,-15,-29,-36,-32,
-19,-18,1,19,-10,-8,10,6,-14,-28,-35,-32,
-17,-18,-1,18,-8,-9,10,8,-14,-27,-35,-33,
-16,-18,-2,17,-7,-10,11,10,-12,-26,-34,-34,
-16,-18,-2,17,-7,-10,11,11,-12,-24,-34,-33,
-16,-19,-3,18,-6,-11,12,12,-12,-23,-33,-34,
-15,-18,-3,17,-6,-10,13,14,-10,-22,-32,-33,
-12,-14,-2,13,-5,-8,15,15,-8,-20,-30,-31,
-5,-6,-1,6,-2,-3,16,18,-7,-18,-30,-29,
-9,-9,0,9,-4,-4,14,15,-7,-20,-31,-30,
-17,-16,1,17,-9,-7,12,14,-7,-21,-33,-31,
-20,-20,0,20,-10,-10,12,14,-6,-21,-32,-30,
-15,-17,-2,16,-6,-9,15,17,-3,-18,-30,-28,
-9,-13,-4,11,-2,-8,17,19,-2,-16,-27,-26,
-8,-15,-7,12,0,-11,17,19,-2,-16,-27,-26,
-6,-13,-7,10,1,-10,17,20,-2,-15,-28,-27,
-9,-16,-7,13,-1,-11,15,20,-2,-17,-28,-27,
-16,-23,-7,20,-4,-15,15,20,-4,-18,-31,-30,
-21,-25,-4,23,-8,-14,15,20,-3,-19,-31,-29,
-21,-22,-1,22,-10,-11,15,22,0,-18,-30,-28,
-15,-16,-1,16,-7,-8,16,23,2,-16,-30,-27,
-12,-12,0,12,-6,-6,16,24,2,-16,-30,-27,
-11,-12,-1,12,-5,-6,16,24,3,-15,-30,-27,
-12,-15,-3,14,-4,-9,17,25,3,-13,-29,-26,
-13,-19,-6,16,-3,-12,18,28,5,-12,-29,-25,
-13,-19,-6,16,-3,-12,18,29,5,-11,-28,-25,
-14,-17,-3,16,-5,-10,18,30,6,-10,-27,-24,
-12,-16,-4,14,-4,-10,19,32,7,-9,-26,-23,
-12,-16,-4,14,-4,-10,20,32,10,-8,-25,-22,
-12,-16,-4,14,-4,-10,21,34,13,-7,-25,-21,
-12,-16,-4,14,-4,-10,21,35,14,-6,-24,-20,
-12,-15,-3,14,-4,-9,22,36,14,-5,-23,-21,
-11,-15,-4,13,-3,-9,22,39,16,-3,-21,-21,
-11,-15,-4,13,-3,-9,23,40,18,-1,-20,-21,
-10,-15,-5,13,-2,-10,22,40,19,0,-20,-21,
-10,-14,-4,12,-3,-9,20,41,20,0,-19,-22,
-9,-12,-3,11,-3,-7,20,42,23,1,-18,-22,
-8,-13,-5,11,-1,-9,19,43,25,3,-18,-22,
-7,-12,-5,10,-1,-8,20,45,27,5,-17,-22,
-7,-11,-4,9,-1,-7,20,47,30,7,-15,-22,
-6,-10,-4,8,-1,-7,22,48,32,8,-13,-21,
-6,-10,-4,8,-1,-7,23,51,33,9,-12,-22,
-6,-11,-5,9,0,-8,24,53,35,11,-11,-21,
-5,-8,-3,7,-1,-5,24,54,37,12,-10,-21,
-4,-6,-2,5,-1,-4,25,55,39,14,-9,-20,
-3,-5,-2,4,0,-3,25,58,42,18,-7,-19,
-2,-5,-3,4,1,-4,26,59,44,21,-6,-17,
0,-3,-3,2,2,-3,28,62,47,24,-4,-17,
2,0,-2,-1,2,-1,28,64,50,25,-2,-16,
1,-2,-3,1,2,-2,28,65,51,26,-1,-15,
1,-3,-4,1,3,-3,28,67,54,28,1,-13,
4,-1,-5,-1,5,-3,28,69,57,31,4,-11,
6,1,-5,-3,6,-2,29,72,61,34,7,-7,
7,3,-4,-5,6,0,30,75,65,38,11,-4,
8,4,-4,-6,6,0,31,78,68,42,13,-1,
7,3,-4,-5,6,0,32,78,71,44,15,0,
8,3,-5,-5,7,-1,32,80,74,47,17,2,
10,5,-5,-7,8,0,32,81,76,49,19,3,
11,6,-5,-8,8,1,33,84,79,52,22,6,
12,8,-4,-10,8,2,33,85,81,55,26,8,
13,8,-5,-10,9,2,34,86,85,58,30,10,
14,7,-7,-10,11,0,34,88,88,62,34,13,
14,9,-5,-11,10,2,34,90,91,65,37,15,
15,14,-1,-14,8,7,33,91,92,67,40,16,
18,17,-1,-17,10,8,33,91,94,69,42,18,
20,19,-1,-19,11,9,33,91,96,71,44,20,
21,20,-1,-20,11,10,33,91,97,72,47,21,
23,22,-1,-22,12,11,33,92,98,75,51,23,
23,23,0,-23,12,12,32,92,100,77,53,25,
24,26,2,-25,11,14,30,92,101,79,56,27,
26,28,2,-27,12,15,30,92,104,81,59,30,
26,28,2,-27,12,15,30,93,106,84,62,33,
27,28,1,-27,13,15,30,93,107,86,65,35,
29,32,3,-30,13,18,30,92,108,87,67,35,
30,34,4,-32,13,19,29,92,108,88,69,37,
32,36,4,-34,14,20,27,91,110,89,72,38,
32,37,5,-34,14,21,25,90,109,89,72,39,
32,37,5,-34,14,21,24,87,108,89,72,39,
33,38,5,-35,14,22,24,86,107,89,72,41,
33,40,7,-36,13,24,22,84,106,89,74,42,
31,39,8,-35,12,24,19,81,103,88,74,42,
30,38,8,-34,11,23,18,78,100,86,74,43,
30,38,8,-34,11,23,18,76,97,86,75,44,
30,39,9,-34,11,24,17,73,93,84,74,43,
29,38,9,-33,10,24,15,69,89,79,72,43,
29,38,9,-33,10,24,13,66,85,75,69,43,
28,37,9,-32,10,23,12,63,81,71,67,42,
28,37,9,-32,10,23,12,58,77,68,65,42,
27,35,8,-31,10,22,11,55,73,64,62,40,
26,35,9,-30,9,22,10,50,67,60,59,38,
25,36,11,-30,7,24,9,46,63,56,56,36,
23,36,13,-29,5,25,9,42,58,52,52,34,
21,35,14,-28,4,25,8,38,53,48,49,32,
18,33,15,-25,2,24,7,35,48,44,46,30,
18,30,12,-24,3,21,5,32,43,41,42,28,
18,29,11,-23,4,20,5,28,38,37,38,25,
16,26,10,-21,3,18,4,26,35,33,34,23,
14,21,7,-17,4,14,3,23,32,30,31,21,
12,20,8,-16,2,14,0,20,28,25,27,19,
10,17,7,-13,2,12,-1,16,22,19,23,16,
7,14,7,-10,0,11,-3,12,18,15,18,13,
7,14,7,-10,0,11,-3,9,15,12,15,11,
5,13,8,-9,-1,11,-2,7,11,9,13,9,
4,12,8,-8,-2,10,-3,4,7,6,11,7,
3,10,7,-6,-2,9,-4,2,3,2,8,5,
1,10,9,-5,-4,10,-6,-1,0,-2,4,2,
0,10,10,-5,-5,10,-6,-3,-3,-4,1,1,
-1,8,9,-3,-5,9,-5,-5,-5,-6,0,0,
-3,5,8,-1,-5,7,-5,-7,-7,-8,-3,-2,
-2,4,6,-1,-4,5,-6,-8,-8,-9,-4,-3,
-2,5,7,-1,-4,6,-6,-11,-10,-11,-7,-4,
-3,3,6,0,-4,5,-6,-12,-12,-13,-9,-4,
-5,0,5,3,-5,3,-7,-13,-14,-15,-9,-5,
-5,-2,3,4,-4,1,-7,-13,-14,-15,-10,-5,
-6,-3,3,5,-4,0,-6,-14,-15,-17,-10,-6,
-5,-4,1,5,-3,-1,-6,-15,-17,-18,-12,-7,
-6,-4,2,5,-4,-1,-7,-16,-18,-19,-14,-8,
-9,-7,2,8,-5,-2,-7,-17,-18,-20,-15,-8,
-9,-7,2,8,-5,-2,-7,-17,-20,-20,-15,-8,
-9,-7,2,8,-5,-2,-8,-18,-21,-21,-15,-8,
-9,-7,2,8,-5,-2,-8,-19,-22,-22,-15,-8,
-9,-6,3,8,-6,-1,-8,-20,-22,-22,-16,-8,
-9,-5,4,7,-6,0,-8,-20,-22,-22,-16,-8,
-9,-8,1,9,-5,-3,-8,-20,-22,-23,-16,-8,
-9,-9,0,9,-4,-4,-9,-21,-24,-25,-17,-10,
-10,-9,1,10,-5,-4,-9,-22,-25,-25,-18,-11,
-9,-8,1,9,-5,-3,-9,-22,-25,-25,-18,-11,
-8,-6,2,7,-5,-2,-9,-22,-26,-25,-18,-10,
-8,-6,2,7,-5,-2,-10,-22,-26,-25,-19,-9,
-9,-7,2,8,-5,-2,-10,-23,-27,-26,-19,-9,
-8,-4,4,6,-6,0,-10,-22,-27,-26,-19,-9,
-8,-4,4,6,-6,0,-9,-22,-27,-26,-19,-9,
-9,-7,2,8,-5,-2,-10,-23,-27,-26,-19,-8,
-8,-7,1,8,-4,-3,-10,-23,-27,-26,-19,-8,
-8,-6,2,7,-5,-2,-11,-23,-27,-26,-19,-7,
-8,-7,1,8,-4,-3,-10,-24,-27,-27,-19,-7,
-9,-9,0,9,-4,-4,-10,-23,-27,-27,-19,-6,
-9,-9,0,9,-4,-4,-10,-23,-27,-26,-19,-6,
-8,-9,-1,9,-3,-5,-10,-23,-27,-25,-18,-6,
-9,-11,-2,10,-3,-6,-10,-23,-26,-24,-18,-5,
-10,-11,-1,11,-4,-6,-10,-23,-25,-24,-17,-5,
-10,-11,-1,11,-4,-6,-10,-23,-25,-24,-17,-5,
-10,-12,-2,11,-4,-7,-10,-22,-25,-25,-17,-4,
-10,-12,-2,11,-4,-7,-10,-22,-26,-25,-17,-4,
-10,-11,-1,11,-4,-6,-10,-22,-26,-25,-17,-4,
-8,-8,0,8,-4,-4,-10,-22,-26,-26,-17,-5,
-8,-8,0,8,-4,-4,-10,-22,-27,-26,-18,-5,
-10,-10,0,10,-5,-5,-10,-21,-27,-26,-18,-4,
-10,-10,0,10,-5,-5,-10,-21,-26,-26,-18,-4,
-10,-9,1,10,-5,-4,-9,-21,-25,-25,-17,-4,
-8,-9,-1,9,-3,-5,-9,-19,-24,-24,-17,-3,
-8,-8,0,8,-4,-4,-8,-19,-24,-24,-17,-4,
-9,-8,1,9,-5,-3,-7,-20,-25,-25,-18,-4,
-12,-9,3,11,-7,-3,-7,-20,-25,-25,-18,-4,
-12,-9,3,11,-7,-3,-7,-19,-26,-26,-19,-4,
-11,-6,5,9,-8,0,-7,-19,-26,-26,-19,-4,
-12,-7,5,10,-8,-1,-7,-19,-26,-26,-20,-5,
-12,-10,2,11,-7,-4,-7,-19,-26,-25,-19,-4,
-10,-11,-1,11,-4,-6,-7,-18,-26,-25,-19,-4,
-10,-10,0,10,-5,-5,-6,-18,-25,-26,-19,-4,
-10,-10,0,10,-5,-5,-6,-16,-24,-24,-19,-4,
-11,-10,1,11,-6,-4,-5,-15,-24,-25,-18,-4,
-14,-12,2,13,-8,-5,-5,-17,-24,-26,-19,-5,
-13,-10,3,12,-8,-3,-6,-16,-24,-26,-20,-6,
-9,-5,4,7,-6,0,-6,-15,-24,-25,-20,-6,
-9,-6,3,8,-6,-1,-6,-15,-23,-25,-21,-7,
-10,-7,3,9,-6,-2,-5,-16,-23,-25,-21,-8,
-10,-8,2,9,-6,-3,-5,-15,-24,-25,-22,-8,
-10,-9,1,10,-5,-4,-4,-14,-23,-24,-20,-8,
-9,-8,1,9,-5,-3,-3,-13,-22,-24,-20,-7,
-8,-7,1,8,-4,-3,-2,-13,-21,-23,-20,-9,
-9,-7,2,8,-5,-2,-1,-11,-22,-23,-21,-10,
-9,-7,2,8,-5,-2,-1,-11,-21,-23,-21,-10,
-9,-9,0,9,-4,-4,-1,-10,-20,-23,-20,-11,
-10,-9,1,10,-5,-4,-1,-11,-20,-24,-22,-12,
-10,-9,1,10,-5,-4,-1,-11,-20,-23,-22,-12,
-10,-9,1,10,-5,-4,0,-11,-19,-23,-22,-12,
-9,-8,1,9,-5,-3,0,-10,-18,-22,-22,-12,
-9,-8,1,9,-5,-3,0,-10,-17,-22,-22,-12,
-10,-8,2,9,-6,-3,0,-10,-17,-22,-21,-13,
-12,-9,3,11,-7,-3,-2,-10,-18,-23,-22,-14,
-11,-8,3,10,-7,-2,-3,-10,-17,-22,-21,-15,
-9,-5,4,7,-6,0,-1,-10,-17,-21,-20,-15,
-9,-5,4,7,-6,0,-1,-9,-17,-21,-20,-14,
-9,-6,3,8,-6,-1,-1,-10,-18,-22,-21,-16,
-10,-6,4,8,-7,-1,-1,-11,-18,-21,-22,-15,
-10,-8,2,9,-6,-3,-1,-10,-20,-22,-23,-16,
-10,-8,2,9,-6,-3,-1,-11,-20,-22,-23,-16,
-9,-7,2,8,-5,-2,-1,-10,-19,-21,-23,-15,
-9,-6,3,8,-6,-1,-1,-10,-17,-20,-21,-15,
-9,-6,3,8,-6,-1,-1,-9,-17,-21,-21,-14,
-9,-7,2,8,-5,-2,-2,-9,-17,-21,-21,-14,
-9,-8,1,9,-5,-3,-2,-10,-17,-21,-21,-15,
-9,-8,1,9,-5,-3,-2,-9,-17,-21,-21,-14,
-9,-7,2,8,-5,-2,-2,-8,-17,-21,-20,-13,
-9,-7,2,8,-5,-2,-2,-8,-18,-21,-21,-13,
-9,-7,2,8,-5,-2,-2,-8,-17,-20,-22,-14,
-9,-7,2,8,-5,-2,-2,-8,-17,-20,-22,-14,
-9,-4,5,7,-7,1,-2,-8,-17,-20,-21,-13,
-9,-3,6,6,-7,2,-2,-8,-17,-20,-20,-13,
-8,-2,6,5,-7,2,-1,-7,-16,-19,-18,-12,
-7,-1,6,4,-6,3,0,-7,-16,-17,-17,-11,
-8,-1,7,5,-7,3,-1,-7,-16,-17,-17,-11,
-8,0,8,4,-8,4,-2,-8,-16,-16,-16,-9,
-5,3,8,1,-6,6,-2,-9,-16,-15,-15,-9,
-5,6,11,0,-8,9,-1,-9,-15,-15,-15,-9,
-5,8,13,-1,-9,11,-1,-8,-15,-15,-15,-8,
-5,10,15,-2,-10,13,-1,-8,-15,-14,-15,-7,
-5,8,13,-1,-9,11,0,-8,-15,-14,-14,-6,
-4,9,13,-2,-8,11,1,-7,-14,-13,-13,-6,
-2,12,14,-5,-8,13,2,-6,-13,-13,-12,-4,
0,16,16,-8,-8,16,3,-5,-12,-12,-11,-4,
-1,18,19,-8,-10,19,3,-6,-12,-12,-10,-3,
-2,19,21,-8,-11,20,3,-5,-11,-10,-9,-2,
-1,19,20,-9,-10,20,3,-5,-9,-9,-8,-2,
1,21,20,-11,-9,21,3,-5,-9,-8,-8,0,
2,21,19,-11,-8,20,1,-5,-10,-8,-7,0,
4,21,17,-12,-6,19,-1,-6,-10,-8,-6,0,
5,23,18,-14,-6,21,-4,-8,-10,-7,-6,1,
5,23,18,-14,-6,21,-6,-7,-10,-7,-6,2,
6,23,17,-14,-5,20,-6,-7,-11,-8,-5,3,
7,25,18,-16,-5,22,-7,-8,-11,-7,-5,4,
7,24,17,-15,-5,21,-11,-11,-11,-6,-4,4,
7,23,16,-15,-4,20,-14,-14,-13,-8,-4,5,
7,23,16,-15,-4,20,-16,-17,-16,-10,-5,4,
7,23,16,-15,-4,20,-17,-18,-18,-10,-4,5,
9,23,14,-16,-2,19,-17,-18,-18,-10,-4,7,
10,25,15,-17,-2,20,-17,-18,-18,-12,-3,7,
10,23,13,-16,-1,18,-18,-20,-19,-13,-4,7,
10,22,12,-16,-1,17,-18,-21,-20,-15,-3,7,
10,21,11,-15,0,16,-20,-23,-21,-16,-4,6,
10,18,8,-14,1,13,-20,-23,-22,-16,-4,6,
10,16,6,-13,2,11,-19,-23,-22,-15,-4,5,
11,14,3,-12,4,9,-17,-22,-22,-15,-5,5,
9,13,4,-11,3,9,-17,-23,-23,-17,-6,3,
8,11,3,-9,3,7,-15,-22,-24,-16,-7,3,
7,10,3,-8,2,7,-15,-22,-23,-16,-6,3,
5,8,3,-6,1,6,-16,-21,-24,-16,-6,4,
3,3,0,-3,2,2,-14,-18,-22,-17,-7,3,
1,0,-1,0,1,0,-13,-18,-22,-17,-8,1,
0,2,2,-1,-1,2,-13,-18,-22,-19,-11,-1,
-2,2,4,0,-3,3,-12,-19,-23,-21,-13,-3,
-5,-2,3,4,-4,1,-10,-18,-23,-20,-14,-4,
-6,-3,3,5,-4,0,-9,-19,-25,-21,-14,-6,
-7,-3,4,5,-5,1,-10,-22,-28,-23,-17,-8,
-8,-4,4,6,-6,0,-10,-22,-30,-26,-20,-10,
-10,-8,2,9,-6,-3,-11,-24,-31,-28,-21,-11,
-9,-9,0,9,-4,-4,-11,-24,-32,-28,-21,-11,
-8,-9,-1,9,-3,-5,-11,-24,-32,-28,-21,-11,
-11,-12,-1,12,-5,-6,-12,-25,-33,-30,-22,-13,
-13,-15,-2,14,-5,-8,-12,-25,-35,-30,-23,-16,
-12,-15,-3,14,-4,-9,-13,-26,-35,-31,-24,-16,
-11,-15,-4,13,-3,-9,-13,-26,-35,-30,-23,-16,
-11,-17,-6,14,-2,-11,-12,-26,-35,-30,-23,-16,
-11,-17,-6,14,-2,-11,-12,-26,-35,-31,-24,-17,
-10,-16,-6,13,-2,-11,-12,-26,-35,-31,-24,-17,
-10,-15,-5,13,-2,-10,-12,-27,-36,-31,-25,-17,
-11,-15,-4,13,-3,-9,-11,-26,-36,-31,-25,-16,
-11,-16,-5,14,-3,-10,-10,-26,-36,-30,-25,-16,
-11,-16,-5,14,-3,-10,-11,-27,-36,-30,-26,-16,
-12,-16,-4,14,-4,-10,-10,-26,-35,-30,-26,-16,
-12,-15,-3,14,-4,-9,-10,-26,-35,-30,-26,-16,
-12,-16,-4,14,-4,-10,-11,-26,-35,-31,-26,-16,
-13,-18,-5,16,-4,-11,-10,-26,-35,-31,-26,-16,
-14,-19,-5,17,-4,-12,-10,-25,-35,-31,-26,-16,
-13,-18,-5,16,-4,-11,-10,-25,-35,-31,-26,-16,
-12,-16,-4,14,-4,-10,-9,-25,-35,-31,-26,-15,
-10,-16,-6,13,-2,-11,-9,-24,-35,-30,-26,-15,
-12,-16,-4,14,-4,-10,-9,-25,-36,-31,-27,-17,
-14,-18,-4,16,-5,-11,-9,-24,-36,-32,-26,-17,
-13,-18,-5,16,-4,-11,-9,-24,-35,-32,-26,-17,
-12,-16,-4,14,-4,-10,-8,-24,-35,-32,-25,-16,
-12,-16,-4,14,-4,-10,-8,-23,-34,-31,-25,-16,
-12,-17,-5,15,-3,-11,-9,-24,-35,-32,-26,-16,
-13,-19,-6,16,-3,-12,-9,-25,-37,-33,-26,-17,
-14,-20,-6,17,-4,-13,-8,-24,-36,-33,-27,-17,
-14,-20,-6,17,-4,-13,-6,-22,-36,-33,-27,-17,
-16,-20,-4,18,-6,-12,-3,-18,-34,-32,-29,-18,
-18,-20,-2,19,-8,-11,1,-13,-33,-32,-32,-20,
-20,-20,0,20,-10,-10,7,-7,-31,-35,-37,-24,
-23,-21,2,22,-12,-9,17,2,-29,-38,-47,-30,
-29,-24,5,27,-17,-9,32,17,-27,-41,-60,-39,
-36,-28,8,32,-22,-10,46,34,-23,-44,-72,-48,
-42,-30,12,36,-27,-9,60,48,-18,-46,-81,-54,
-45,-28,17,37,-31,-5,70,62,-12,-44,-86,-56,
-47,-26,21,37,-34,-2,79,75,-1,-40,-85,-57,
-45,-23,22,34,-33,0,88,93,16,-32,-82,-56,
-39,-21,18,30,-28,-1,97,118,43,-14,-70,-52,
-25,-13,12,19,-18,0,102,142,78,16,-46,-40,
-6,2,8,2,-7,5,100,157,107,53,-10,-18,
17,22,5,-19,6,14,93,155,127,93,37,12,
44,45,1,-44,22,23,82,141,142,137,97,52,
74,75,1,-74,37,38,65,118,155,187,167,100,
103,104,1,-103,51,53,40,87,170,240,240,150,
125,127,2,-126,62,65,7,46,181,290,312,196,
139,141,2,-140,69,72,-30,0,188,330,375,236,
150,150,0,-150,75,75,-61,-40,198,365,425,266,
157,146,-11,-151,84,68,-89,-83,194,379,454,281,
160,124,-36,-142,98,44,-115,-130,161,351,444,276,
157,91,-66,-124,112,13,-127,-167,114,291,395,248,
146,59,-87,-102,117,-14,-128,-191,62,215,316,206,
127,36,-91,-81,109,-27,-126,-216,-10,120,221,164,
96,17,-79,-56,88,-31,-127,-252,-118,-6,115,118,
65,-1,-66,-32,66,-33,-136,-293,-224,-125,19,76,
43,-18,-61,-12,52,-39,-144,-318,-287,-197,-49,39,
23,-28,-51,3,37,-39,-146,-326,-310,-226,-88,10,
4,-34,-38,15,21,-36,-141,-320,-308,-231,-103,-8,
-15,-38,-23,27,4,-30,-133,-310,-297,-227,-111,-24,
-31,-40,-9,36,-11,-24,-124,-296,-283,-222,-116,-39,
-42,-37,5,40,-23,-16,-117,-278,-265,-213,-117,-48,
-40,-26,14,33,-27,-6,-105,-251,-239,-194,-111,-48,
-33,-13,20,23,-26,4,-92,-212,-204,-162,-98,-41,
-32,-10,22,21,-27,6,-80,-170,-165,-128,-85,-34,
-33,-15,18,24,-25,2,-66,-129,-130,-100,-74,-29,
-28,-14,14,21,-21,0,-52,-92,-101,-78,-65,-26,
-22,-9,13,16,-17,2,-37,-64,-80,-65,-58,-25,
-22,-10,12,16,-17,1,-25,-48,-68,-61,-54,-26,
-23,-13,10,18,-16,-1,-16,-39,-59,-59,-50,-27,
-23,-15,8,19,-15,-3,-9,-33,-52,-56,-46,-26,
-22,-15,7,19,-14,-4,-5,-30,-45,-51,-42,-25,
-20,-15,5,18,-12,-5,-3,-24,-39,-44,-39,-25,
-18,-13,5,16,-11,-4,0,-17,-33,-35,-36,-23,
-19,-15,4,17,-11,-5,3,-8,-26,-26,-36,-23,
-21,-20,1,21,-11,-9,6,0,-22,-21,-35,-23,
-19,-19,0,19,-9,-9,9,6,-20,-20,-35,-24,
-19,-19,0,19,-9,-9,10,9,-20,-23,-36,-26,
-20,-20,0,20,-10,-10,11,7,-20,-27,-36,-27,
-20,-21,-1,21,-9,-11,11,4,-21,-30,-35,-28,
-19,-20,-1,20,-9,-10,11,2,-21,-32,-35,-28,
-16,-17,-1,17,-7,-9,11,2,-20,-31,-35,-28,
-16,-16,0,16,-8,-8,11,3,-19,-28,-34,-29,
-17,-19,-2,18,-7,-10,12,6,-17,-25,-33,-29,
-17,-21,-4,19,-6,-12,13,8,-16,-22,-33,-29,
-17,-20,-3,19,-7,-11,12,10,-15,-21,-33,-30,
-16,-21,-5,19,-5,-13,14,12,-14,-21,-33,-30,
-16,-18,-2,17,-7,-10,14,11,-13,-21,-33,-30,
-17,-20,-3,19,-7,-11,13,12,-13,-22,-33,-31,
-19,-23,-4,21,-7,-13,13,12,-13,-23,-32,-31,
-18,-24,-6,21,-6,-15,14,13,-12,-22,-31,-30,
-18,-22,-4,20,-7,-13,14,13,-11,-21,-30,-30,
-18,-22,-4,20,-7,-13,14,14,-11,-21,-30,-31,
-18,-21,-3,20,-7,-12,14,14,-9,-20,-31,-31,
-16,-21,-5,19,-5,-13,15,17,-8,-18,-31,-31,
-16,-21,-5,19,-5,-13,16,18,-8,-17,-30,-30,
-16,-20,-4,18,-6,-12,16,19,-7,-17,-31,-30,
-15,-20,-5,18,-5,-12,16,20,-7,-17,-31,-30,
-15,-20,-5,18,-5,-12,16,20,-7,-17,-32,-29,
-15,-20,-5,18,-5,-12,16,21,-7,-17,-31,-28,
-15,-20,-5,18,-5,-12,17,22,-5,-16,-31,-28,
-14,-20,-6,17,-4,-13,18,24,-3,-15,-30,-27,
-13,-17,-4,15,-4,-10,18,24,-2,-13,-29,-25,
-12,-17,-5,15,-3,-11,19,27,0,-12,-28,-24,
-14,-18,-4,16,-5,-11,19,26,0,-11,-28,-24,
-15,-19,-4,17,-5,-11,19,26,1,-11,-28,-24,
-13,-17,-4,15,-4,-10,19,27,2,-9,-27,-22,
-12,-17,-5,15,-3,-11,19,28,2,-8,-27,-21,
-14,-18,-4,16,-5,-11,20,28,3,-8,-26,-21,
-13,-17,-4,15,-4,-10,20,29,4,-7,-25,-22,
-13,-17,-4,15,-4,-10,21,30,5,-6,-25,-22,
-11,-15,-4,13,-3,-9,21,31,6,-5,-24,-22,
-11,-15,-4,13,-3,-9,21,33,7,-5,-23,-22,
-11,-15,-4,13,-3,-9,22,35,8,-3,-23,-22,
-11,-15,-4,13,-3,-9,22,36,9,-2,-23,-22,
-10,-15,-5,13,-2,-10,22,37,12,-1,-22,-22,
-9,-15,-6,12,-1,-10,23,40,14,0,-20,-21,
-8,-15,-7,12,0,-11,24,40,16,1,-20,-20,
-7,-14,-7,11,0,-10,24,42,19,4,-19,-20,
-5,-13,-8,9,2,-10,24,43,21,7,-18,-19,
-5,-13,-8,9,2,-10,24,45,22,8,-17,-19,
-5,-13,-8,9,2,-10,25,47,23,8,-15,-19,
-4,-12,-8,8,2,-10,26,49,25,10,-13,-18,
-4,-11,-7,8,2,-9,26,51,27,11,-12,-18,
-5,-11,-6,8,1,-8,26,52,29,13,-11,-18,
-3,-11,-8,7,3,-9,27,54,30,15,-9,-17,
-2,-11,-9,7,4,-10,28,56,33,18,-6,-16,
-2,-11,-9,7,4,-10,27,57,34,20,-5,-16,
-3,-11,-8,7,3,-9,27,59,37,21,-3,-15,
-1,-10,-9,6,4,-9,29,62,40,24,-2,-13,
-1,-9,-8,5,4,-8,29,63,42,26,-1,-12,
0,-8,-8,4,4,-8,29,66,45,29,0,-10,
3,-7,-10,2,7,-8,30,68,48,32,2,-8,
4,-7,-11,2,8,-9,31,70,50,34,4,-7,
5,-6,-11,1,8,-8,32,72,52,36,6,-4,
7,-3,-10,-2,9,-6,32,73,54,38,9,-3,
8,-1,-9,-3,9,-5,32,75,57,41,12,-1,
9,0,-9,-4,9,-4,32,77,60,44,15,0,
10,2,-8,-6,9,-3,32,78,62,47,18,3,
12,4,-8,-8,10,-2,33,81,65,50,22,5,
14,6,-8,-10,11,-1,34,82,68,54,24,7,
14,5,-9,-9,12,-2,34,84,71,55,26,9,
14,5,-9,-9,12,-2,34,85,73,58,29,11,
15,8,-7,-11,11,1,34,87,76,61,32,13,
18,11,-7,-14,13,2,34,87,79,64,36,15,
20,13,-7,-16,14,3,35,87,81,65,39,17,
21,13,-8,-17,15,3,34,89,83,68,42,19,
21,14,-7,-17,14,4,34,90,84,70,44,21,
22,16,-6,-19,14,5,34,91,87,72,46,23,
23,16,-7,-19,15,5,35,91,89,75,49,25,
27,19,-8,-23,18,6,34,92,91,78,53,27,
28,21,-7,-24,18,7,33,92,92,79,55,29,
26,21,-5,-23,16,8,32,91,92,81,58,29,
27,23,-4,-25,16,10,32,91,94,83,61,32,
29,26,-3,-27,16,12,30,91,94,84,64,34,
30,29,-1,-29,16,14,29,91,94,85,66,35,
31,30,-1,-30,16,15,28,90,94,86,67,37,
32,31,-1,-31,17,15,27,88,93,86,68,37,
32,31,-1,-31,17,15,26,87,93,87,70,40,
