‡T,‡U,‡V,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
5,6,1,-5,2,4,11,-5,-7,-4,-13,-10,
3,7,4,-5,0,6,10,-6,-7,-4,-14,-10,
1,5,4,-3,-1,5,11,-6,-6,-3,-13,-10,
0,1,1,0,0,1,12,-6,-5,-3,-11,-8,
-2,1,3,1,-2,2,12,-5,-5,-4,-10,-8,
-3,3,6,0,-4,5,11,-5,-6,-4,-10,-9,
-6,0,6,3,-6,3,11,-6,-7,-4,-9,-7,
-5,-1,4,3,-4,2,10,-6,-7,-4,-10,-6,
1,4,3,-2,-1,4,9,-8,-10,-5,-10,-8,
1,3,2,-2,0,3,9,-7,-10,-5,-8,-9,
-2,0,2,1,-2,1,10,-7,-10,-4,-7,-9,
-4,-1,3,3,-3,1,10,-7,-10,-5,-8,-9,
-5,-1,4,3,-4,2,10,-9,-10,-7,-9,-11,
-8,-1,7,5,-7,3,10,-9,-11,-7,-10,-13,
-6,-1,5,4,-5,2,9,-9,-11,-8,-10,-13,
-4,0,4,2,-4,2,9,-9,-11,-8,-11,-12,
0,2,2,-1,-1,2,9,-8,-10,-7,-11,-12,
1,1,0,-1,1,1,9,-7,-10,-8,-12,-12,
-6,1,7,3,-6,4,10,-7,-10,-7,-11,-11,
-10,1,11,5,-10,6,9,-9,-10,-7,-12,-11,
-9,0,9,5,-9,5,8,-10,-13,-9,-13,-12,
-5,1,6,2,-5,4,9,-7,-11,-8,-13,-11,
-1,1,2,0,-1,2,10,-6,-11,-7,-13,-11,
1,4,3,-2,-1,4,10,-6,-10,-7,-12,-10,
-2,3,5,0,-3,4,10,-6,-11,-8,-12,-10,
-8,1,9,4,-8,5,9,-7,-11,-8,-11,-10,
-13,-4,9,9,-11,3,9,-7,-11,-7,-12,-10,
-9,-4,5,7,-7,1,8,-8,-12,-7,-12,-10,
-4,-1,3,3,-3,1,8,-8,-12,-8,-12,-11,
-1,-2,-1,2,0,-1,8,-9,-13,-9,-12,-13,
-2,-4,-2,3,0,-3,10,-7,-13,-8,-11,-12,
-1,0,1,1,-1,1,11,-6,-13,-7,-11,-11,
1,7,6,-4,-2,7,11,-6,-13,-6,-10,-10,
-1,7,8,-3,-4,8,11,-7,-12,-5,-9,-10,
-2,5,7,-1,-4,6,10,-7,-12,-5,-9,-9,
0,2,2,-1,-1,2,10,-7,-13,-6,-10,-10,
0,0,0,0,0,0,10,-8,-12,-5,-11,-10,
-2,-1,1,2,-1,0,9,-8,-12,-4,-11,-9,
-3,0,3,2,-3,2,8,-8,-12,-4,-11,-8,
-3,0,3,2,-3,2,8,-10,-13,-6,-11,-8,
-5,0,5,3,-5,3,8,-11,-13,-6,-12,-10,
-3,-1,2,2,-2,1,8,-11,-13,-5,-12,-9,
-4,-2,2,3,-3,0,8,-10,-12,-5,-12,-9,
-9,-3,6,6,-7,2,8,-9,-12,-5,-12,-9,
-10,-3,7,7,-8,2,8,-9,-13,-5,-12,-9,
-8,0,8,4,-8,4,8,-8,-12,-6,-11,-9,
-6,0,6,3,-6,3,10,-8,-12,-6,-11,-9,
-4,-1,3,3,-3,1,10,-9,-13,-7,-12,-11,
-3,-6,-3,5,0,-4,10,-9,-14,-7,-11,-11,
-1,-7,-6,4,3,-6,9,-10,-14,-8,-10,-9,
-5,-6,-1,6,-2,-3,9,-9,-13,-9,-10,-9,
-7,-8,-1,8,-3,-4,10,-8,-13,-9,-10,-8,
-6,-7,-1,7,-2,-4,9,-7,-14,-9,-10,-10,
-6,-9,-3,8,-1,-6,9,-8,-16,-11,-13,-13,
-7,-5,2,6,-4,-1,8,-8,-17,-11,-13,-13,
-5,-2,3,4,-4,1,7,-8,-15,-10,-11,-11,
-5,-1,4,3,-4,2,8,-8,-15,-9,-11,-10,
-7,-2,5,5,-6,2,8,-9,-15,-9,-11,-10,
-7,-3,4,5,-5,1,7,-10,-15,-10,-12,-10,
-3,-1,2,2,-2,1,7,-11,-17,-10,-12,-12,
-1,1,2,0,-1,2,7,-9,-14,-8,-11,-10,
-3,2,5,1,-4,4,8,-9,-13,-8,-12,-9,
-5,-4,1,5,-3,-1,8,-10,-13,-8,-12,-10,
-6,-6,0,6,-3,-3,8,-10,-12,-8,-12,-10,
-5,-6,-1,6,-2,-3,7,-11,-13,-8,-12,-11,
-5,-9,-4,7,0,-6,6,-13,-16,-11,-14,-14,
-5,-9,-4,7,0,-6,6,-12,-15,-12,-13,-13,
-1,-5,-4,3,2,-4,8,-9,-13,-10,-12,-12,
1,-3,-4,1,3,-3,6,-10,-13,-10,-12,-12,
1,-3,-4,1,3,-3,6,-11,-14,-11,-14,-14,
-1,-5,-4,3,2,-4,7,-11,-14,-12,-15,-14,
-5,-6,-1,6,-2,-3,8,-11,-14,-11,-14,-12,
-4,-3,1,4,-2,-1,9,-11,-13,-10,-13,-11,
-4,-2,2,3,-3,0,8,-13,-14,-10,-12,-11,
-6,-2,4,4,-5,1,9,-13,-13,-10,-11,-10,
-10,-4,6,7,-8,1,9,-13,-13,-11,-11,-10,
-8,-4,4,6,-6,0,8,-14,-15,-12,-13,-12,
0,0,0,0,0,0,8,-14,-14,-12,-13,-12,
1,1,0,-1,1,1,8,-13,-15,-12,-12,-12,
-7,0,7,4,-7,4,9,-12,-14,-11,-11,-11,
-10,-3,7,7,-8,2,8,-11,-14,-11,-11,-9,
-7,-5,2,6,-4,-1,7,-12,-15,-11,-12,-10,
-6,-5,1,6,-3,-2,7,-13,-16,-11,-12,-12,
-7,-5,2,6,-4,-1,7,-12,-15,-11,-12,-11,
-9,-5,4,7,-6,0,8,-12,-13,-10,-11,-10,
-6,-5,1,6,-3,-2,9,-11,-12,-10,-10,-9,
-5,-6,-1,6,-2,-3,8,-11,-13,-11,-11,-10,
-5,-7,-2,6,-1,-4,6,-12,-14,-12,-12,-11,
-9,-9,0,9,-4,-4,6,-11,-15,-10,-11,-10,
-12,-9,3,11,-7,-3,5,-11,-15,-9,-10,-10,
-10,-8,2,9,-6,-3,4,-13,-16,-10,-12,-12,
-6,-5,1,6,-3,-2,5,-12,-15,-9,-12,-12,
-1,-3,-2,2,1,-2,5,-13,-16,-10,-13,-14,
-1,-1,0,1,0,0,3,-15,-18,-12,-14,-15,
-3,-1,2,2,-2,1,3,-15,-17,-12,-13,-13,
-8,-1,7,5,-7,3,5,-14,-15,-11,-13,-12,
-7,-2,5,5,-6,2,2,-14,-16,-13,-15,-13,
-4,-1,3,3,-3,1,1,-15,-16,-13,-15,-14,
-2,-2,0,2,-1,-1,3,-13,-16,-12,-14,-14,
-2,-4,-2,3,0,-3,5,-11,-15,-11,-14,-14,
-2,-3,-1,3,0,-2,5,-11,-15,-11,-13,-13,
-4,-6,-2,5,-1,-4,5,-13,-16,-11,-15,-14,
-5,-9,-4,7,0,-6,8,-10,-14,-8,-15,-14,
-7,-8,-1,8,-3,-4,11,-9,-13,-8,-14,-12,
-2,-6,-4,4,1,-5,9,-10,-13,-8,-14,-9,
1,-6,-7,3,4,-6,9,-10,-13,-9,-15,-10,
-2,-7,-5,5,2,-6,9,-9,-11,-6,-14,-10,
-2,-8,-6,5,2,-7,8,-9,-11,-6,-14,-12,
-1,-4,-3,3,1,-3,8,-9,-12,-6,-14,-13,
-3,-2,1,3,-2,0,8,-9,-13,-7,-13,-12,
-8,-5,3,7,-5,-1,11,-6,-11,-6,-10,-11,
-12,-7,5,10,-8,-1,12,-6,-11,-6,-10,-12,
-10,-6,4,8,-7,-1,10,-8,-14,-8,-11,-13,
-5,-2,3,4,-4,1,9,-10,-14,-8,-10,-12,
1,3,2,-2,0,3,9,-9,-12,-7,-8,-11,
0,2,2,-1,-1,2,10,-8,-11,-5,-7,-10,
-8,1,9,4,-8,5,11,-7,-11,-5,-6,-8,
-12,3,15,5,-13,9,13,-5,-9,-5,-5,-6,
-10,5,15,3,-12,10,12,-5,-9,-5,-5,-6,
-9,5,14,2,-11,10,12,-6,-10,-5,-6,-7,
-8,4,12,2,-10,8,13,-5,-9,-5,-6,-7,
-8,2,10,3,-9,6,13,-4,-9,-5,-6,-7,
-8,0,8,4,-8,4,14,-4,-9,-5,-8,-9,
-4,0,4,2,-4,2,14,-3,-9,-5,-8,-10,
-1,4,5,-1,-3,5,16,-3,-8,-5,-8,-9,
0,6,6,-3,-3,6,16,-3,-6,-4,-8,-8,
0,9,9,-4,-4,9,16,-2,-5,-3,-7,-7,
-1,10,11,-4,-6,11,15,-2,-5,-4,-8,-8,
0,10,10,-5,-5,10,13,-2,-5,-4,-8,-8,
3,11,8,-7,-2,10,12,-2,-4,-4,-7,-7,
6,14,8,-10,-1,11,10,-4,-5,-5,-6,-9,
5,16,11,-10,-3,14,7,-6,-6,-6,-8,-12,
6,15,9,-10,-1,12,6,-7,-6,-6,-8,-12,
5,15,10,-10,-2,13,5,-7,-6,-5,-8,-9,
4,18,14,-11,-5,16,2,-9,-9,-6,-9,-9,
3,18,15,-10,-6,17,0,-10,-11,-9,-10,-11,
1,17,16,-9,-7,17,-2,-12,-12,-9,-9,-12,
0,15,15,-7,-7,15,-5,-14,-14,-11,-9,-11,
-2,12,14,-5,-8,13,-7,-17,-14,-11,-10,-10,
0,14,14,-7,-7,14,-8,-19,-15,-13,-10,-11,
4,14,10,-9,-3,12,-7,-18,-14,-12,-9,-10,
2,11,9,-6,-3,10,-6,-18,-12,-10,-7,-7,
2,12,10,-7,-4,11,-6,-18,-12,-10,-6,-6,
2,11,9,-6,-3,10,-7,-18,-14,-10,-7,-7,
2,8,6,-5,-2,7,-6,-17,-14,-9,-7,-9,
0,8,8,-4,-4,8,-2,-13,-12,-8,-5,-7,
2,11,9,-6,-3,10,0,-12,-12,-7,-4,-6,
5,15,10,-10,-2,13,1,-12,-12,-7,-6,-6,
7,15,8,-11,0,12,1,-11,-12,-7,-7,-6,
6,12,6,-9,0,9,3,-10,-8,-4,-5,-5,
3,9,6,-6,-1,8,3,-10,-8,-3,-5,-5,
4,9,5,-6,0,7,0,-12,-9,-5,-7,-7,
5,10,5,-7,0,8,0,-13,-11,-7,-8,-8,
5,11,6,-8,0,9,1,-14,-11,-8,-7,-8,
0,14,14,-7,-7,14,1,-12,-12,-8,-6,-8,
-1,12,13,-5,-7,13,1,-12,-13,-8,-5,-7,
0,9,9,-4,-4,9,1,-11,-14,-9,-8,-8,
-1,8,9,-3,-5,9,0,-11,-14,-9,-10,-11,
-5,7,12,-1,-8,10,-1,-13,-16,-9,-12,-13,
-2,7,9,-2,-5,8,-3,-15,-18,-11,-12,-13,
-5,6,11,0,-8,9,-2,-15,-18,-11,-13,-14,
-9,5,14,2,-11,10,-2,-15,-19,-13,-14,-15,
-11,6,17,3,-14,12,-2,-17,-20,-13,-14,-15,
-10,6,16,2,-13,11,-3,-18,-19,-14,-15,-16,
-7,2,9,3,-8,6,-3,-19,-20,-17,-16,-18,
-4,2,6,1,-5,4,-3,-19,-22,-19,-18,-20,
-1,3,4,-1,-2,4,-5,-20,-24,-21,-20,-21,
-4,2,6,1,-5,4,-5,-21,-25,-21,-21,-21,
-8,2,10,3,-9,6,-5,-22,-25,-21,-21,-22,
-5,2,7,2,-6,5,-6,-22,-25,-21,-22,-20,
-3,1,4,1,-3,3,-6,-22,-25,-23,-24,-20,
-3,2,5,1,-4,4,-6,-23,-25,-24,-25,-21,
-7,4,11,2,-9,8,-5,-22,-26,-23,-24,-21,
-10,5,15,3,-12,10,-4,-22,-27,-22,-24,-23,
-12,0,12,6,-12,6,-3,-20,-25,-22,-23,-22,
-13,-4,9,9,-11,3,-2,-20,-24,-21,-23,-19,
-13,-4,9,9,-11,3,-2,-19,-24,-21,-25,-18,
-11,-4,7,8,-9,2,-3,-19,-23,-22,-25,-21,
-11,-5,6,8,-8,1,-3,-18,-22,-23,-26,-23,
-11,-6,5,9,-8,0,-1,-14,-19,-21,-24,-23,
-11,-7,4,9,-7,-1,4,-6,-14,-19,-23,-23,
-8,-4,4,6,-6,0,9,3,-9,-16,-22,-23,
-6,-5,1,6,-3,-2,15,16,-2,-14,-21,-23,
-8,-8,0,8,-4,-4,23,34,8,-8,-16,-21,
-7,-9,-2,8,-2,-5,32,53,22,1,-12,-19,
-1,-9,-8,5,4,-8,40,70,39,14,-7,-16,
6,-8,-14,1,10,-11,48,85,62,33,4,-10,
15,-2,-17,-6,16,-9,54,94,85,52,16,-2,
21,6,-15,-13,18,-4,58,102,109,74,31,7,
26,17,-9,-21,18,4,59,107,136,101,52,21,
35,34,-1,-34,18,17,51,104,159,129,78,41,
49,54,5,-51,22,30,31,92,176,156,106,61,
66,71,5,-68,31,38,5,74,190,183,133,80,
88,94,6,-91,41,50,-31,49,201,212,161,102,
109,119,10,-114,50,65,-73,17,213,245,193,128,
123,145,22,-134,51,84,-115,-19,222,278,226,156,
135,165,30,-150,53,98,-156,-59,225,304,254,181,
145,177,32,-161,57,105,-196,-103,222,323,278,203,
148,189,41,-168,54,115,-234,-149,214,333,298,224,
151,200,49,-175,51,125,-273,-197,199,335,313,241,
150,211,61,-180,45,136,-307,-242,180,333,324,255,
144,219,75,-181,35,147,-335,-279,159,327,331,263,
140,216,76,-178,32,146,-348,-302,135,314,328,265,
139,210,71,-174,34,141,-352,-315,104,290,316,258,
131,198,67,-164,32,133,-341,-311,75,261,295,245,
114,180,66,-147,24,123,-315,-288,50,215,255,219,
95,155,60,-125,18,108,-283,-262,20,151,196,178,
71,128,57,-99,7,93,-249,-242,-13,85,137,138,
46,101,55,-73,-4,78,-212,-220,-36,34,89,103,
26,79,53,-52,-13,66,-174,-193,-43,5,58,75,
10,60,50,-35,-20,55,-138,-161,-45,-12,35,49,
4,42,38,-23,-17,40,-106,-133,-47,-23,16,27,
4,29,25,-16,-10,27,-80,-105,-47,-26,6,11,
6,22,16,-14,-5,19,-59,-78,-45,-23,2,1,
6,18,12,-12,-3,15,-43,-54,-42,-20,-1,-3,
1,16,15,-8,-7,16,-31,-36,-37,-17,-2,-4,
0,15,15,-7,-7,15,-22,-25,-31,-16,-5,-4,
-3,12,15,-4,-9,14,-15,-20,-24,-15,-8,-5,
-8,9,17,0,-12,13,-12,-20,-16,-13,-9,-6,
-10,6,16,2,-13,11,-7,-18,-8,-12,-10,-7,
-10,1,11,5,-10,6,-3,-17,-2,-12,-13,-10,
-12,-1,11,7,-11,5,1,-13,-1,-12,-14,-14,
-13,-1,12,7,-12,6,4,-7,-2,-10,-13,-14,
-10,0,10,5,-10,5,6,-3,-6,-10,-12,-14,
-11,-3,8,7,-9,3,5,-1,-11,-12,-15,-16,
-14,-7,7,11,-10,0,5,0,-16,-14,-17,-18,
-15,-7,8,11,-11,1,5,1,-17,-16,-18,-18,
-14,-6,8,10,-11,1,7,1,-16,-18,-19,-19,
-14,-7,7,11,-10,0,10,1,-13,-18,-18,-18,
-17,-4,13,11,-15,5,12,1,-11,-19,-18,-19,
-16,-2,14,9,-15,6,12,0,-11,-21,-23,-21,
-18,-6,12,12,-15,3,14,1,-11,-22,-25,-23,
-21,-12,9,17,-15,-1,14,1,-13,-24,-25,-24,
-22,-11,11,17,-16,0,14,3,-13,-23,-24,-24,
-21,-11,10,16,-15,0,14,4,-14,-22,-23,-23,
-22,-10,12,16,-17,1,15,5,-15,-23,-23,-23,
-25,-12,13,19,-19,1,15,5,-15,-24,-24,-25,
-23,-8,15,16,-19,4,15,5,-15,-24,-25,-27,
-17,-4,13,11,-15,5,15,5,-14,-24,-24,-25,
-12,-6,6,9,-9,0,16,5,-14,-23,-25,-25,
-14,-7,7,11,-10,0,16,5,-13,-23,-25,-27,
-17,-11,6,14,-11,-2,16,6,-12,-23,-25,-27,
-19,-13,6,16,-12,-3,16,5,-14,-23,-24,-27,
-17,-13,4,15,-10,-4,16,5,-14,-22,-24,-28,
-16,-8,8,12,-12,0,17,7,-13,-21,-23,-25,
-16,-6,10,11,-13,2,18,8,-12,-20,-22,-25,
-19,-5,14,12,-16,5,18,9,-12,-19,-22,-24,
-19,-6,13,13,-16,4,19,9,-12,-19,-22,-24,
-18,-9,9,14,-13,0,18,8,-12,-19,-24,-26,
-20,-11,9,16,-14,-1,19,8,-12,-20,-26,-27,
-21,-10,11,16,-16,1,19,9,-11,-19,-25,-27,
-18,-11,7,15,-12,-2,19,9,-11,-19,-25,-28,
-16,-11,5,14,-10,-3,19,10,-10,-19,-25,-28,
-17,-9,8,13,-12,0,20,11,-10,-17,-25,-26,
-15,-8,7,12,-11,0,20,10,-11,-19,-26,-26,
-15,-9,6,12,-10,-1,20,10,-12,-21,-26,-27,
-16,-9,7,13,-11,-1,20,12,-11,-19,-25,-25,
-18,-10,8,14,-13,-1,21,15,-9,-19,-24,-23,
-21,-13,8,17,-14,-2,21,15,-8,-18,-23,-22,
-24,-16,8,20,-16,-4,21,15,-8,-19,-23,-24,
-18,-14,4,16,-11,-5,20,13,-9,-22,-25,-27,
-15,-10,5,13,-10,-2,20,14,-9,-21,-23,-27,
-16,-10,6,13,-11,-2,23,17,-7,-19,-22,-26,
-19,-15,4,17,-11,-5,23,17,-7,-18,-22,-26,
-18,-16,2,17,-10,-7,23,16,-8,-20,-23,-28,
-18,-13,5,16,-11,-4,23,16,-8,-21,-24,-28,
-20,-12,8,16,-14,-2,24,18,-6,-19,-24,-27,
-17,-10,7,14,-12,-1,23,18,-5,-18,-23,-28,
-13,-8,5,11,-9,-1,23,18,-5,-18,-24,-27,
-12,-5,7,9,-9,1,23,18,-5,-18,-22,-24,
-13,-6,7,10,-10,1,22,19,-5,-19,-22,-25,
-17,-9,8,13,-12,0,23,20,-5,-18,-22,-25,
-19,-12,7,16,-13,-2,25,21,-2,-16,-20,-24,
-22,-12,10,17,-16,-1,25,22,-1,-15,-19,-23,
-22,-10,12,16,-17,1,26,23,-1,-14,-18,-22,
-19,-13,6,16,-12,-3,26,22,0,-16,-18,-22,
-20,-18,2,19,-11,-8,26,22,0,-17,-20,-26,
-20,-17,3,19,-11,-7,27,23,0,-15,-20,-27,
-16,-14,2,15,-9,-6,26,23,0,-15,-21,-28,
-15,-12,3,14,-9,-4,26,24,0,-15,-21,-28,
-14,-8,6,11,-10,-1,27,27,1,-14,-21,-28,
-13,-4,9,9,-11,3,27,28,1,-13,-21,-29,
-13,-1,12,7,-12,6,27,28,2,-13,-21,-30,
-15,-3,12,9,-13,5,27,28,1,-14,-22,-30,
-16,-1,15,9,-15,7,29,30,4,-12,-20,-29,
-14,-2,12,8,-13,5,30,33,6,-12,-20,-27,
-11,-4,7,8,-9,2,31,34,7,-11,-20,-28,
-11,-5,6,8,-8,1,31,34,7,-10,-20,-27,
-13,-6,7,10,-10,1,31,33,7,-10,-21,-26,
-15,-7,8,11,-11,1,31,34,8,-11,-20,-27,
-16,-7,9,12,-12,1,32,35,9,-10,-20,-26,
-17,-6,11,12,-14,3,33,37,12,-8,-19,-24,
-14,-6,8,10,-11,1,33,38,12,-8,-19,-24,
-14,-8,6,11,-10,-1,33,38,12,-8,-19,-24,
-11,-5,6,8,-8,1,34,40,12,-7,-18,-22,
-10,-4,6,7,-8,1,33,40,12,-7,-18,-22,
-15,-6,9,11,-12,2,33,43,12,-5,-18,-23,
-17,-7,10,12,-13,2,33,45,13,-6,-18,-25,
-15,-6,9,11,-12,2,31,44,13,-7,-19,-26,
-13,-8,5,11,-9,-1,31,45,13,-7,-19,-26,
-13,-7,6,10,-9,0,34,49,17,-6,-18,-25,
-13,-2,11,8,-12,5,37,52,19,-4,-17,-23,
-13,-3,10,8,-11,4,35,53,19,-3,-16,-24,
-13,-5,8,9,-10,2,36,54,20,-2,-15,-23,
-8,-1,7,5,-7,3,36,56,22,-1,-14,-23,
-6,3,9,2,-7,6,36,57,24,-1,-13,-20,
-8,3,11,3,-9,7,36,57,24,-2,-13,-19,
-8,0,8,4,-8,4,37,59,25,-1,-13,-19,
-10,-3,7,7,-8,2,39,62,27,0,-13,-20,
-13,-4,9,9,-11,3,41,66,29,3,-11,-19,
-14,-2,12,8,-13,5,41,68,31,3,-11,-19,
-13,-4,9,9,-11,3,41,69,32,3,-12,-20,
-13,-9,4,11,-8,-2,42,71,34,3,-11,-20,
-11,-9,2,10,-6,-3,43,74,36,5,-11,-20,
-6,-4,2,5,-4,-1,43,76,40,8,-8,-18,
-5,-2,3,4,-4,1,45,78,43,12,-7,-17,
-7,-5,2,6,-4,-1,45,80,45,14,-6,-19,
-11,-5,6,8,-8,1,45,83,47,15,-5,-18,
-11,-2,9,7,-10,4,46,85,50,17,-5,-18,
-4,5,9,0,-6,7,45,88,53,19,-3,-16,
3,9,6,-6,-1,8,42,87,54,19,-4,-16,
4,7,3,-5,1,5,43,89,57,20,-3,-15,
5,7,2,-6,2,5,45,93,60,22,-1,-12,
2,8,6,-5,-2,7,45,94,63,23,1,-10,
0,7,7,-3,-3,7,45,96,63,22,0,-10,
2,7,5,-4,-1,6,46,98,64,22,0,-9,
2,10,8,-6,-3,9,47,101,67,25,1,-7,
4,13,9,-8,-2,11,46,102,70,28,2,-5,
6,14,8,-10,-1,11,46,103,72,30,2,-6,
5,12,7,-8,-1,10,47,104,73,31,5,-5,
3,11,8,-7,-2,10,47,105,75,34,7,-3,
0,10,10,-5,-5,10,47,106,78,37,9,-2,
0,12,12,-6,-6,12,46,107,79,36,9,-3,
0,14,14,-7,-7,14,46,108,80,36,8,-5,
2,13,11,-7,-4,12,45,109,83,38,8,-4,
2,14,12,-8,-5,13,44,109,84,38,8,-4,
5,14,9,-9,-2,12,43,109,86,39,8,-4,
7,15,8,-11,0,12,41,108,86,38,6,-4,
4,12,8,-8,-2,10,39,108,86,38,7,-3,
6,12,6,-9,0,9,37,107,87,41,10,-2,
7,17,10,-12,-1,14,36,107,87,43,11,0,
7,19,12,-13,-2,16,35,107,90,44,13,1,
8,17,9,-12,0,13,35,105,91,44,14,1,
8,13,5,-10,2,9,34,104,90,44,16,1,
4,12,8,-8,-2,10,33,103,90,45,18,2,
3,16,13,-9,-5,15,33,102,91,47,20,2,
7,19,12,-13,-2,16,33,100,90,47,20,3,
10,23,13,-16,-1,18,33,97,90,47,20,3,
11,24,13,-17,-1,19,31,95,90,48,21,4,
13,25,12,-19,1,19,30,92,89,48,20,3,
13,22,9,-17,2,16,29,88,86,45,19,2,
12,22,10,-17,1,16,29,82,82,43,18,2,
10,21,11,-15,0,16,27,79,78,41,19,1,
6,20,14,-13,-4,17,24,74,73,41,18,1,
4,23,19,-13,-7,21,21,70,70,39,18,0,
4,22,18,-13,-7,20,21,65,67,39,17,0,
5,21,16,-13,-5,19,22,62,65,39,17,1,
3,21,18,-12,-7,20,22,60,62,38,17,2,
0,21,21,-10,-10,21,23,57,60,38,19,4,
1,21,20,-11,-9,21,21,53,57,36,17,4,
3,21,18,-12,-7,20,18,48,51,32,15,2,
2,16,14,-9,-6,15,17,43,46,31,14,-2,
1,13,12,-7,-5,13,16,39,41,30,14,-1,
1,13,12,-7,-5,13,16,33,37,28,13,1,
3,13,10,-8,-3,12,14,30,34,26,10,0,
0,13,13,-6,-6,13,13,26,30,22,7,-2,
-1,14,15,-6,-8,15,12,23,27,18,4,-2,
-4,12,16,-4,-10,14,12,21,24,15,5,-1,
-7,12,19,-2,-13,16,11,18,22,12,3,-2,
-10,11,21,0,-15,16,10,15,18,7,3,-5,
-10,11,21,0,-15,16,9,13,15,5,3,-6,
-10,10,20,0,-15,15,9,11,11,4,2,-8,
-7,10,17,-1,-12,14,9,9,8,4,1,-8,
-2,11,13,-4,-7,12,9,7,6,4,1,-9,
0,12,12,-6,-6,12,8,4,4,3,0,-8,
-2,8,10,-3,-6,9,8,3,3,0,-2,-9,
-9,7,16,1,-12,12,8,2,2,-1,-3,-9,
-12,9,21,2,-16,15,8,1,0,-2,-4,-10,
-7,10,17,-1,-12,14,7,0,-2,-2,-7,-12,
-5,10,15,-2,-10,13,4,-3,-5,-4,-9,-13,
-7,8,15,0,-11,12,4,-3,-6,-5,-10,-14,
-5,7,12,-1,-8,10,5,-3,-6,-5,-10,-13,
-3,7,10,-2,-6,9,5,-3,-6,-7,-11,-13,
-4,9,13,-2,-8,11,6,-5,-8,-9,-12,-15,
-9,5,14,2,-11,10,6,-6,-8,-10,-12,-15,
-11,0,11,6,-11,6,6,-6,-9,-12,-14,-18,
-10,0,10,5,-10,5,5,-7,-9,-14,-17,-20,
-11,-1,10,6,-10,5,5,-7,-10,-14,-18,-20,
-11,-1,10,6,-10,5,7,-6,-10,-12,-15,-17,
-7,6,13,1,-10,10,8,-6,-10,-12,-14,-16,
-6,11,17,-2,-11,14,8,-8,-12,-14,-15,-16,
-8,8,16,0,-12,12,7,-9,-13,-14,-14,-15,
-10,8,18,1,-14,13,7,-7,-12,-12,-11,-14,
-11,8,19,2,-15,14,7,-7,-11,-10,-11,-14,
-9,10,19,0,-14,15,5,-8,-12,-10,-11,-14,
-9,9,18,0,-13,14,3,-9,-14,-12,-14,-16,
-8,4,12,2,-10,8,3,-12,-16,-15,-15,-17,
-6,2,8,2,-7,5,3,-13,-15,-16,-14,-14,
-9,5,14,2,-11,10,4,-13,-15,-14,-13,-13,
-11,6,17,3,-14,12,5,-13,-15,-14,-15,-16,
-11,5,16,3,-13,11,4,-14,-17,-15,-17,-19,
-8,6,14,1,-11,10,5,-14,-16,-15,-16,-19,
-8,5,13,2,-10,9,6,-12,-15,-15,-14,-18,
-9,3,12,3,-10,8,5,-12,-15,-14,-13,-17,
-12,4,16,4,-14,10,5,-11,-14,-12,-12,-15,
-9,6,15,2,-12,11,7,-10,-12,-9,-11,-13,
-8,4,12,2,-10,8,8,-9,-11,-8,-11,-13,
-8,2,10,3,-9,6,8,-9,-11,-8,-11,-14,
-9,2,11,4,-10,7,8,-9,-13,-9,-12,-14,
-10,3,13,4,-11,8,8,-9,-13,-10,-13,-13,
-7,8,15,0,-11,12,7,-8,-13,-10,-13,-13,
-7,11,18,-2,-12,15,6,-9,-13,-11,-14,-14,
-7,8,15,0,-11,12,5,-9,-14,-12,-15,-15,
-10,5,15,3,-12,10,4,-9,-14,-12,-16,-16,
-11,5,16,3,-13,11,3,-11,-16,-14,-16,-17,
-9,6,15,2,-12,11,3,-10,-16,-14,-16,-17,
-9,7,16,1,-12,12,6,-9,-13,-11,-14,-15,
-6,8,14,-1,-10,11,7,-9,-12,-11,-13,-14,
-3,6,9,-1,-6,8,6,-10,-12,-12,-13,-14,
-3,6,9,-1,-6,8,5,-11,-13,-14,-14,-15,
-5,8,13,-1,-9,11,4,-11,-14,-15,-14,-16,
-12,8,20,2,-16,14,4,-9,-14,-13,-13,-15,
-15,6,21,5,-18,14,4,-9,-14,-13,-13,-18,
-12,5,17,4,-14,11,4,-9,-16,-14,-15,-21,
-8,8,16,0,-12,12,4,-9,-16,-14,-15,-17,
-9,8,17,1,-13,13,6,-10,-17,-13,-15,-16,
-9,8,17,1,-13,13,7,-9,-15,-13,-16,-16,
-9,9,18,0,-13,14,7,-9,-15,-13,-17,-16,
-7,8,15,0,-11,12,7,-9,-14,-12,-17,-16,
-7,5,12,1,-9,9,7,-8,-15,-12,-17,-17,
-7,3,10,2,-8,7,6,-8,-16,-12,-18,-17,
-10,4,14,3,-12,9,6,-7,-13,-11,-18,-17,
-13,4,17,5,-15,11,7,-6,-11,-10,-17,-17,
-12,5,17,4,-14,11,7,-5,-10,-9,-17,-18,
-9,4,13,3,-11,9,7,-5,-10,-9,-17,-18,
-4,5,9,0,-6,7,8,-5,-10,-9,-16,-16,
-4,6,10,-1,-7,8,9,-4,-11,-8,-15,-15,
-5,5,10,0,-7,8,9,-4,-11,-9,-15,-16,
-5,6,11,0,-8,9,9,-4,-11,-9,-14,-17,
-7,7,14,0,-10,11,9,-4,-11,-8,-12,-16,
-7,7,14,0,-10,11,9,-4,-10,-8,-10,-14,
-3,9,12,-3,-7,11,9,-3,-10,-10,-10,-13,
